,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x1_type2,x1_type3,x1_type4,target
8544,5211,200,1.1603920592763446,0.06929337566266724,1.0,5.0,26.0,0.0009558847438306817,0.0038347730742316344,2.0,0.022557291696074344,47.0,0.05248560852840001,0.006291440623710898,133.2,36.0,False,True,False,0
8545,1104,304,0.9786676132462893,0.18931910777462235,2.0,1.0,13.0,0.0004535126177407367,-0.008896471026645258,11.512151293242823,-0.26915726075000634,1.0,0.2719502579828941,1.0,94.9,1190.0,False,False,False,0
8546,4197,705,1.0071653427835858,0.16120143026428124,-0.058622099702915875,3.0,15.0,0.0019877016520231106,0.03566574805802247,9.511966213969572,-0.019693487434125245,24.0,-0.013155220855082916,-0.011257257693420897,118.2,1127.0,False,True,False,0
8547,2921,200,1.1525825489250412,0.1344696067896365,4.0,13.0,662.0,0.0008731817186742319,5.0,5.0,2.0,1720.0,4.0,0.008429239917894904,122.3,122.0,False,True,False,0
8548,1357,550,1.0889641421059406,0.1287743002694448,19.0,77.0,1119.0,0.001121569791513899,13.0,4.0,7.0,5148.0,4.0,0.004003990388547152,143.0,75.0,False,True,False,0
8549,2736,375,1.1144738677068147,0.2054721534767303,0.005092079172527519,8.983224856592642,6.0,-0.0007791708889870463,0.00744489587549424,5.0,0.22322850865256783,5.0,-0.06609376859734084,0.006925702582718074,112.3,1325.0,False,False,False,0
8550,6672,200,1.172487691322554,0.065610635650728,1.0,4.0,72.0,0.0012802578308694912,1.0,2.0,1.0,46.0,0.05963662901041289,0.005796758495348442,143.0,58.0,False,True,False,0
8551,1486,200,1.1596831754624788,0.1266264244684976,13.0,92.0,1185.0,0.0011901263119862282,14.0,3.380749365795964,7.0,5920.0,5.0,0.0006233822180483628,176.0,94.0,False,True,False,0
8552,4330,200,1.0399763300022622,0.02425813375159791,0.18548726328162957,1.0,15.0,0.005858120337766337,0.022653368571013743,264.0,-0.2428884088384109,22.0,-0.010002234384671738,-0.015607997062845769,81.2,1299.0,False,False,True,0
8553,3350,200,1.1554491884647053,0.08870337352284707,4.0,87.0,248.0,0.0007846798749793216,5.0,-2.433060271830982,2.0,413.0,-0.00510532129794683,0.008819650231792764,121.0,55.0,False,True,False,1
8554,1430,340,1.021444794420839,0.16017752291257992,0.050108470623399626,5.0,4.0,0.00021106448897145746,0.006918020264322422,1.2329529717153491,-0.018409447044348326,-23.611970125173684,0.019223952354366247,-0.0008640331051736894,44.1,665.0,True,False,False,0
8555,5368,200,2.281164445301995,0.21081868975493734,28.0,8.0,1720.0,1.2,18.0,-7.323688734180905,8.0,1883.0,8.0,0.016911448729061362,148.1,28.0,False,True,False,0
8556,2113,200,1.1125550540277052,0.06647091565574925,2.0,4.1631687028602755,149.0,0.0009123147165293055,0.004380009588373923,2.2236940205575593,0.033850139259243406,264.0,0.10723833668544103,0.005530146918109935,169.4,24.0,False,True,False,0
8557,1704,550,1.0044386578461493,0.3090792457078422,8.0,12.0,1375.0,0.002643879960913864,11.0,10.0,2.0,1322.0,-0.3816018343393921,-0.008717445114802658,69.0,1448.0,False,True,False,0
8558,1414,200,1.0546845609624498,0.156303860922133,-0.08895582183345141,205.0,4.0,-0.000892648451950917,0.005444332367261495,0.6068052195241762,0.15943834926352451,11.0,-0.0018357026908688567,-0.00010585207654045803,40.8,596.0,True,False,False,0
8559,6817,200,1.1784516196148875,0.06850987591115043,2.0,18.0,73.0,0.0010924574502055862,1.0,2.0,1.0,51.0,0.06369362936317202,0.0067122043147289645,130.5,26.0,False,True,False,0
8560,1694,200,1.1201049860688321,0.07318215280676554,0.06444587574014804,4.728791616285889,54.0,0.0007665115433563852,0.0038512292034909024,-0.5277123761643452,0.05344691473521834,87.0,0.06080937992970803,0.007335158444044865,138.9,21.0,False,True,False,0
8561,1402,200,1.0,1.4803710642026253,0.8966406359281791,6.0,54.0,0.0022855592788368906,0.020244874086813525,16.0,0.09377466156428227,40.0,0.020168947464696885,0.0027166266720275445,130.6,388.0,False,True,False,0
8562,2782,200,1.0161004727882335,1.0,2.0,97.0,88.0,-0.001254340324441161,1.0,4.0,1.0,183.0,1.0,0.004112803547037913,54.1,384.0,True,False,False,0
8563,3509,299,1.0854875058289823,0.024855095965474305,5.0,9.0,482.0,0.0020885488903814586,4.0,1.0,1.0,302.0,1.0,0.001975195935445484,309.5,22.0,False,True,False,0
8564,2050,200,1.1504588866114167,0.20398890906885825,0.034064079998415764,4.0,16.0,-0.0008544335164160088,0.00563541253245603,3.0,0.15566292897142375,5.0,-0.07391176633188934,0.011381105527320301,94.7,1150.0,False,False,False,0
