iter	Logloss
262	0.5292193963
263	0.5288473965
264	0.5282572812
265	0.5277086323
266	0.5270699431
267	0.5267706006
268	0.5263910944
269	0.5258790028
270	0.52568759
271	0.5253171718
272	0.5251090883
273	0.5245708814
274	0.5242417177
275	0.5238908787
276	0.523584955
277	0.5229849525
278	0.5226557573
279	0.5222050708
280	0.5217887357
281	0.5214735008
282	0.5209850843
283	0.5205320586
284	0.5202031554
285	0.5199353881
286	0.5195895177
287	0.519186947
288	0.5189576157
289	0.5184764706
290	0.5182265936
291	0.5178880288
292	0.5175406984
293	0.5172336636
294	0.5170361231
295	0.5167126046
296	0.516361089
297	0.5160158457
298	0.5155365169
299	0.5150782032
300	0.5147594167
301	0.5144586946
302	0.5140590514
303	0.5137725694
304	0.5132258198
305	0.5129065949
306	0.5124999243
307	0.512045355
308	0.5116507436
309	0.5112960088
310	0.51099459
311	0.5104804635
312	0.5101452133
313	0.5097940889
314	0.5092964053
315	0.508955093
316	0.5085256148
317	0.508239038
318	0.5077551603
319	0.507498525
320	0.5071283639
321	0.5067468056
322	0.506477264
323	0.5059715515
324	0.505691852
325	0.5053156169
326	0.5048894371
327	0.504664735
328	0.5041596052
329	0.5037491936
330	0.5032698332
331	0.5028621648
332	0.5024865241
333	0.5020952573
334	0.501868989
335	0.5014648742
336	0.5010836692
337	0.5007812567
338	0.5002314127
339	0.4998061881
340	0.4993956096
341	0.4990314143
342	0.4987561571
343	0.4985279265
344	0.4981469781
345	0.4977517568
346	0.4973665799
347	0.4971309438
348	0.4968489389
349	0.4964820961
350	0.4961591401
351	0.4958712748
352	0.4954959701
353	0.4951277003
354	0.4948104101
355	0.4943628676
356	0.4941307585
357	0.4937810671
358	0.4935404023
359	0.4930122875
360	0.4926947121
361	0.4923464309
362	0.4920072199
363	0.4916032944
364	0.491077801
365	0.4906397726
366	0.4903689011
367	0.4900695611
368	0.4897472582
369	0.4892605804
370	0.4888470252
371	0.4886109625
372	0.4882945541
373	0.4880296336
374	0.4876641385
375	0.4872431515
376	0.4869591118
377	0.4865056929
378	0.4861382011
379	0.485843091
380	0.4855238677
381	0.4852051967
382	0.4847778011
383	0.4843064045
384	0.4839375183
385	0.4835177113
386	0.4830638377
387	0.4828088241
388	0.4825108855
389	0.4821709043
390	0.4818880265
391	0.4815556544
392	0.4810014266
393	0.4806215538
394	0.4802731579
395	0.4800211552
396	0.4797971489
397	0.4794306476
398	0.4791042551
399	0.4787718753
400	0.4784007837
401	0.4780897184
402	0.4777304547
403	0.4773586269
404	0.4771352073
405	0.4767504356
406	0.4763846526
407	0.476024923
408	0.4756409329
409	0.4753135184
410	0.4750093265
411	0.4745811958
412	0.4742739326
413	0.4739913428
414	0.4735915297
415	0.4731543371
416	0.4729053002
417	0.4726398787
418	0.4723699439
419	0.4719511791
420	0.4715578652
421	0.4711916486
422	0.4709567441
423	0.470649069
424	0.470384087
425	0.4701691666
426	0.4698317642
427	0.4695713408
428	0.4691393261
429	0.4687663466
430	0.4684598138
431	0.4682394267
432	0.4679665511
433	0.4675223925
434	0.4670971906
435	0.4667410399
436	0.4665343626
437	0.4661800425
438	0.4659051716
439	0.4656422793
440	0.4653610478
441	0.4650379118
442	0.464820162
443	0.4644729456
444	0.4641569581
445	0.4639424397
446	0.4636303018
447	0.4632965752
448	0.4628703979
449	0.4625807433
450	0.4622985185
451	0.4619840975
452	0.4617498652
453	0.4614082839
454	0.4611899101
455	0.4607246425
456	0.4603939392
457	0.4600644226
458	0.4597019959
459	0.4594189296
460	0.4590436166
461	0.4586573061
462	0.4582744053
463	0.4579788031
464	0.4577200908
465	0.457289401
466	0.4569036465
467	0.4564750304
468	0.4560547941
469	0.4557984267
470	0.4555288668
471	0.4553129427
472	0.4550330604
473	0.4546950103
474	0.4544332345
475	0.4541354747
476	0.4539222324
477	0.4536753948
478	0.4533550548
479	0.4530146603
480	0.452739324
481	0.4525012862
482	0.4522490845
483	0.4519576063
484	0.4516863138
485	0.4513465617
486	0.4510938249
487	0.4509020918
488	0.4505987642
489	0.4503163439
490	0.4500284345
491	0.4497173384
492	0.4494868399
493	0.4492225621
494	0.4489577032
495	0.4487697978
496	0.448479896
497	0.4481340853
498	0.4479715604
499	0.4478251556
500	0.4475487167
501	0.4472054241
502	0.4469801105
503	0.4467365011
504	0.4463990131
505	0.4460713599
506	0.445939382
507	0.4456295549
508	0.4453831943
509	0.4451428426
510	0.4450029779
511	0.4447597291
512	0.4446283595
513	0.4441894654
514	0.4439464713
515	0.4437160786
516	0.4433991749
517	0.4431119664
518	0.4428977969
519	0.4425615845
520	0.4423366337
521	0.4420659806
522	0.4418371129
523	0.4414527915
524	0.4411243324
525	0.4409579442
526	0.4406069379
527	0.4402713624
528	0.4399738537
529	0.4396289601
530	0.4394339828
531	0.4390602153
532	0.438754563
533	0.4383753405
534	0.4380243577
535	0.4377396404
536	0.4374542697
537	0.4371606559
538	0.4369418356
539	0.4366874286
540	0.436300708
541	0.4361057377
542	0.4359170519
543	0.4356636234
544	0.4354467627
545	0.4351505546
546	0.4349438171
547	0.434716182
548	0.4343643568
549	0.434167074
550	0.4337995703
551	0.4335738981
552	0.4333634605
553	0.4331532177
554	0.4330200021
555	0.4327471087
556	0.4325262414
557	0.4322182072
558	0.43201868
559	0.4318761415
560	0.4315506777
561	0.4313362326
562	0.4311010665
563	0.4307942371
564	0.4305744119
565	0.4302856599
566	0.4300650247
567	0.4297467674
568	0.4295417961
569	0.4292988518
570	0.4288397907
571	0.4285487255
572	0.4283049987
573	0.4279218834
574	0.4275180366
575	0.4272983087
576	0.427114585
577	0.4268112207
578	0.4265310842
579	0.4262600724
580	0.4259876946
581	0.4257191261
582	0.4254937541
583	0.4252057297
584	0.4249305481
585	0.424659964
586	0.4243651779
587	0.4241898256
588	0.4239288194
589	0.4236170991
590	0.423334821
591	0.4230946896
592	0.4228928707
593	0.4225914079
594	0.4224236389
595	0.4222586135
596	0.4219837922
597	0.4217830316
598	0.4216432381
599	0.42138398
600	0.4212122764
601	0.4210268224
602	0.4208131501
603	0.4205532287
604	0.4204333203
605	0.4201394516
606	0.4199368644
607	0.4197381347
608	0.4195946626
609	0.4192447308
610	0.4190964487
611	0.4188159675
612	0.4184751834
613	0.4182784981
614	0.4180136667
615	0.4176706086
616	0.4172974365
617	0.4171111211
618	0.4168503475
619	0.4166657451
620	0.416458733
621	0.4162353541
622	0.4161209811
623	0.4158546209
624	0.4156954504
625	0.4155313133
626	0.4153323529
627	0.4149686885
628	0.4148175168
629	0.4146248361
630	0.4144810309
631	0.4142859665
632	0.4140460167
633	0.4138687747
634	0.4137045433
635	0.413517696
636	0.4133229193
637	0.4130394104
638	0.4126719655
639	0.4124960919
640	0.412308175
641	0.4121216504
642	0.4119574244
643	0.411791481
644	0.4115819395
645	0.4112768948
646	0.4110755686
647	0.4107107514
648	0.4103643708
649	0.4101443363
650	0.4099403996
651	0.4097132018
652	0.4095213471
653	0.4093586945
654	0.4091743868
655	0.4089553919
656	0.4086532315
657	0.4083454951
658	0.408058008
659	0.4078094813
660	0.4075268896
661	0.4071734343
662	0.4070462793
663	0.4068039535
664	0.4065603566
665	0.4062056244
666	0.4060194544
667	0.4058656954
668	0.4056124388
669	0.4053800358
670	0.4052022726
671	0.4049871561
672	0.404707525
673	0.4045271971
674	0.4043289081
675	0.4041282517
676	0.4039488061
677	0.403819173
678	0.4035852189
679	0.4033947813
680	0.4032122136
681	0.4030231138
682	0.4027702558
683	0.4024833979
684	0.4020928166
685	0.4018422638
686	0.4016504349
687	0.4013074757
688	0.4010670003
689	0.4008661602
690	0.4006626184
691	0.4004787351
692	0.4002098057
693	0.3999418608
694	0.3996553243
695	0.3994369355
696	0.3991486084
697	0.3989083689
698	0.398753602
699	0.3986089954
700	0.3983097649
701	0.3980853237
702	0.3977105992
703	0.3975170474
704	0.3972179195
705	0.396911662
706	0.3967263952
707	0.3964238916
708	0.3961724375
709	0.3959247823
710	0.3957961465
711	0.3956197904
712	0.3954335314
713	0.3952022565
714	0.3948706733
715	0.3946359478
716	0.3944994622
717	0.3941826335
718	0.393993235
719	0.3937541822
720	0.393647046
721	0.3934847231
722	0.3931241531
723	0.3929805994
724	0.3927003217
725	0.3925375631
726	0.3923820579
727	0.3922010335
728	0.3920499722
729	0.3918517107
730	0.391612416
731	0.3914070568
732	0.3911419853
733	0.3909715498
734	0.3907468898
735	0.3906202398
736	0.3904413262
737	0.3902461796
738	0.390070392
739	0.3898617324
740	0.3897026343
741	0.3893840054
742	0.3892099554
743	0.3890655223
744	0.3888387105
745	0.3885794704
746	0.3883059567
747	0.3879664392
748	0.3877156562
749	0.3874775137
750	0.3872954637
751	0.3870911363
752	0.3867634835
753	0.3864246747
754	0.3862611339
755	0.3860377497
756	0.3858516146
757	0.3855785442
758	0.3855040708
759	0.3853561654
760	0.3851937252
761	0.3849308328
762	0.3847335566
763	0.3845657599
764	0.384380529
765	0.3841865233
766	0.3840224685
767	0.3838553511
768	0.3836275998
769	0.3834927168
770	0.3833250373
771	0.3829974297
772	0.3827566386
773	0.3824908221
774	0.3822084894
775	0.3820652435
776	0.3818833071
777	0.3816958362
778	0.381447813
779	0.3811719686
780	0.3809242767
781	0.380713891
782	0.3805601514
783	0.380360706
784	0.3801597454
785	0.3799173697
786	0.3796800561
787	0.3795270098
788	0.3793449486
789	0.3790021856
790	0.3787861066
791	0.3784833859
792	0.3782594712
793	0.3780425381
794	0.3778272446
795	0.3776264237
796	0.3774499828
797	0.377280433
798	0.3770027502
799	0.3767953916
800	0.3765774617
801	0.37639576
802	0.3762660583
803	0.3760204178
804	0.3758025346
805	0.3756523254
806	0.3754055356
807	0.3752013802
808	0.3750597875
809	0.3749217056
810	0.3747002877
811	0.3744061144
812	0.3742219862
813	0.3740100585
814	0.3737852157
815	0.3735736944
816	0.3733736442
817	0.3732483853
818	0.3730690624
819	0.3728074519
820	0.3726731932
821	0.3723476846
822	0.3720909594
823	0.3718732548
824	0.3717575738
825	0.3716283731
826	0.3714543035
827	0.3712439581
828	0.3710718614
829	0.3709500124
830	0.3707260324
831	0.3705483275
832	0.3704445512
833	0.3702897051
834	0.3701471913
835	0.3699963956
836	0.3698377478
837	0.3695903223
838	0.3693608373
839	0.3690947597
840	0.368918258
841	0.3687088158
842	0.3684796695
843	0.3682135275
844	0.3680904078
845	0.367941856
846	0.3677910163
847	0.3675859586
848	0.3674495471
849	0.367326369
850	0.3671407317
851	0.3668882975
852	0.3667313208
853	0.3665890799
854	0.3663632493
855	0.3662387672
856	0.366124192
857	0.3659614654
858	0.3657109551
859	0.3655845475
860	0.36543398
861	0.3653049684
862	0.3651305637
863	0.3649858208
864	0.3646957527
865	0.3645553432
866	0.3644428692
867	0.3642336736
868	0.3640726477
869	0.3639110942
870	0.3636698063
871	0.3634304415
872	0.3633183133
873	0.3631629446
874	0.3629784045
875	0.3628538997
876	0.3626631678
877	0.3625127721
878	0.3622677056
879	0.3620848951
880	0.3618957062
881	0.361697717
882	0.3614564345
883	0.361232701
884	0.3610226361
885	0.3608038095
886	0.360641774
887	0.3605375191
888	0.3603368966
889	0.3601316348
890	0.3600331348
891	0.3597924069
892	0.359675261
893	0.3594514903
894	0.3592681241
895	0.3590034894
896	0.3587291885
897	0.358587227
898	0.3584002018
899	0.3582851452
900	0.3580794333
901	0.357907897
902	0.3577549084
903	0.3576057071
904	0.3574071892
905	0.357216357
906	0.3569258569
907	0.3567445001
908	0.356592969
909	0.3564770926
910	0.3563251643
911	0.3561383071
912	0.3559541401
913	0.3557190031
914	0.3555526646
915	0.3553198084
916	0.35516899
917	0.3550036194
918	0.3548796532
919	0.3547684968
920	0.3544979525
921	0.354308681
922	0.3541796735
923	0.3540104185
924	0.3538527352
925	0.3536497218
926	0.3535034547
927	0.3534215528
928	0.353197681
929	0.3530497677
930	0.3528863058
931	0.352740359
932	0.3525530647
933	0.3524425789
934	0.3521824511
935	0.3519807785
936	0.3518080274
937	0.3516446734
938	0.351442735
939	0.3511596418
940	0.3510096732
941	0.3508685306
942	0.3506954463
943	0.3504819718
944	0.3504130102
945	0.3502133556
946	0.3500823736
947	0.3499281622
948	0.3497607037
949	0.3495327479
950	0.3493964007
951	0.3491973308
952	0.3490215584
953	0.3488501973
954	0.3486423684
955	0.3485143249
956	0.3484108586
957	0.3482221015
958	0.3480444703
959	0.3477692482
960	0.3475493783
961	0.3474264824
962	0.3472108248
963	0.3470364302
964	0.3468395047
965	0.3466281468
966	0.3464850688
967	0.346253022
968	0.3460325023
969	0.3457580078
970	0.3456476688
971	0.3454338336
972	0.3452180764
973	0.3450984938
974	0.3449668619
975	0.3447837793
976	0.3447083102
977	0.3444878531
978	0.344336419
979	0.3441769472
980	0.3441065448
981	0.3439269648
982	0.3437811451
983	0.3435815942
984	0.343434278
985	0.3432577573
986	0.3430261055
987	0.3429477561
988	0.3427423032
989	0.3425559895
990	0.3424266456
991	0.3422617775
992	0.3420562794
993	0.3419111305
994	0.3417490797
995	0.3415577223
996	0.341359743
997	0.3412328703
998	0.34099156
999	0.3407702924
